21470-21452-fetal,normal,MA0000216 spinal column 133B
Probe Array Lot: 
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:97, Count:32
Corner- Avg:8712, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=24.506239 SFGene=All 
Background=Avg:66.33,Stdev:2.48,Max:76.0,Min:61.5 Noise=Avg:3.49,Stdev:0.25,Max:4.3,Min:2.9 RawQ=2.67 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
234442_at	11	11	1284.8	A	0.219482																															
234443_at	11	11	631.0	A	0.194580																															
234444_at	11	11	1314.0	A	0.095215																															
234445_at	11	11	700.8	A	0.149658																															
234446_at	11	11	576.3	A	0.432373																															
234447_at	11	11	1289.5	P	0.030273																															
234448_at	11	11	578.3	A	0.246094																															
234449_at	11	11	1416.9	A	0.129639																															
234450_at	11	11	1296.7	A	0.149658																															
234451_at	11	11	1840.2	A	0.194580																															
234452_at	11	11	1209.4	A	0.366211																															
234453_s_at	11	11	38.9	A	0.976074																															
234454_at	11	11	89.5	A	0.696289																															
234455_at	11	11	269.4	A	0.246094																															
234456_at	11	11	793.6	A	0.500000																															
234457_at	11	11	136.9	A	0.466064																															
234458_at	11	11	82.9	A	0.601074																															
234459_at	11	11	346.3	A	0.149658																															
234460_at	11	11	137.7	A	0.888428																															
234461_at	11	11	738.2	A	0.500000																															
234462_at	11	11	75.1	A	0.696289																															
234463_at	11	11	683.3	A	0.219482																															
234464_s_at	11	11	3104.3	P	0.004150																															
234465_at	11	11	3353.7	A	0.129639																															
234466_at	11	11	384.1	A	0.466064																															
234467_at	11	11	202.7	A	0.500000																															
234468_at	11	11	224.9	A	0.567627																															
234469_at	11	11	56.3	A	0.601074																															
234470_at	11	11	101.7	A	0.665527																															
234471_s_at	11	11	4567.5	P	0.004150																															
234472_at	11	11	3383.3	P	0.000732																															
234473_at	11	11	28.3	A	0.828613																															
234474_x_at	11	11	427.0	A	0.194580																															
234475_x_at	11	11	706.3	A	0.095215																															
234476_at	11	11	1683.7	A	0.129639																															
234477_at	11	11	145.2	A	0.828613																															
234478_at	11	11	96.7	A	0.753906																															
234479_at	11	11	191.1	A	0.533936																															
234480_at	11	11	810.5	A	0.095215																															
234481_at	11	11	1286.8	A	0.246094																															
234482_at	11	11	203.7	A	0.567627																															
234483_at	11	11	597.5	A	0.398926																															
234484_s_at	11	11	67.4	A	0.943848																															
234485_at	11	11	1077.4	M	0.056152																															
234486_at	11	11	2446.8	P	0.014160																															
234487_at	11	11	711.4	A	0.095215																															
234488_s_at	11	11	932.4	P	0.023926																															
234489_at	11	11	47.1	A	0.194580																															
234490_at	11	11	1507.9	P	0.014160																															
234491_s_at	11	11	2520.4	M	0.056152																															
234492_at	11	11	232.6	A	0.500000																															
234493_at	11	11	28.3	A	0.969727																															
234494_x_at	11	11	176.0	A	0.780518																															
234495_at	11	11	106.8	A	0.919434																															
234496_x_at	11	11	77.8	A	0.919434																															
234497_s_at	11	11	191.3	A	0.500000																															
234498_at	11	11	100.5	A	0.780518																															
234499_at	11	11	1080.6	A	0.334473																															
234500_at	11	11	673.4	A	0.080566																															
234501_x_at	11	11	484.1	A	0.171387																															
234502_at	11	11	417.2	A	0.246094																															
234503_at	11	11	954.0	P	0.037598																															
234504_at	11	11	33.4	A	0.932373																															
234505_at	11	11	1603.8	A	0.149658																															
234506_at	11	11	1774.3	A	0.366211																															
234507_at	11	11	340.8	A	0.500000																															
234508_at	11	11	229.7	A	0.780518																															
234509_at	11	11	1582.1	P	0.010742																															
234510_at	11	11	507.2	A	0.398926																															
234511_at	11	11	174.0	A	0.985840																															
234512_x_at	11	11	23712.2	P	0.000244																															
234513_at	11	11	832.3	A	0.303711																															
234514_at	11	11	26.8	A	0.500000																															
234515_at	11	11	537.4	A	0.665527																															
234516_at	11	11	430.7	A	0.432373																															
234517_at	11	11	442.6	A	0.111572																															
234518_at	11	11	925.0	A	0.334473																															
234519_at	11	11	891.4	A	0.171387																															
234520_at	11	11	407.0	A	0.274170																															
234521_at	11	11	2443.3	M	0.056152																															
234522_at	11	11	714.3	A	0.171387																															
234523_at	11	11	141.0	A	0.805420																															
234524_at	11	11	30.9	A	0.805420																															
234525_at	11	11	556.8	P	0.010742																															
234526_at	11	11	2356.3	A	0.129639																															
234527_at	11	11	758.3	A	0.696289																															
234528_at	11	11	123.8	A	0.780518																															
234529_at	11	11	380.6	A	0.334473																															
234530_s_at	11	11	600.7	A	0.334473																															
234531_at	11	11	358.0	A	0.366211																															
234532_at	11	11	1389.0	A	0.067627																															
234533_at	11	11	273.0	A	0.665527																															
234534_at	11	11	1164.0	P	0.023926																															
234535_at	11	11	95.4	A	0.665527																															
234536_at	11	11	95.0	A	0.665527																															
234537_at	11	11	26.0	A	0.998047																															
234538_at	11	11	628.5	A	0.129639																															
234539_at	11	11	154.6	A	0.696289																															
234540_at	11	11	53.4	A	0.753906																															
234541_s_at	11	11	413.3	A	0.334473																															
234542_at	11	11	118.0	A	0.753906																															
234543_at	11	11	378.6	A	0.194580																															
234544_at	11	11	55.7	A	0.919434																															
234545_at	11	11	2156.0	P	0.046143																															
234546_at	11	11	587.0	A	0.601074																															
234547_at	11	11	806.6	A	0.080566																															
234548_at	11	11	191.2	A	0.149658																															
234549_at	11	11	889.3	A	0.246094																															
234550_at	11	11	272.0	A	0.533936																															
